concept,lecture,pdf_file,pdf_page,page_title,evidence,source_type,confidence,bbox
permutation matrix,5,DGL_Lecture_5_Annotated.pdf,1,Permutation Invariance and Equivariance in Graph Neural Networks,permutation matrix P,printed,1.000,"[807.5,429.0,917.5,445.5]"
node ordering,5,DGL_Lecture_5_Annotated.pdf,1,Permutation Invariance and Equivariance in Graph Neural Networks,Let i and j denote different node orderings of the same graph,printed,1.000,"[220.0,477.5,495.0,505.0]"
graph neural network layer,5,DGL_Lecture_5_Annotated.pdf,1,Permutation Invariance and Equivariance in Graph Neural Networks,"Consider the simple GNN layer: H_{k+1} = GraphLayer[H_k, A]",printed,1.000,"[741.5,615.0,972.5,670.0]"
graph representation,5,DGL_Lecture_5_Annotated.pdf,1,Permutation Invariance and Equivariance in Graph Neural Networks,The learned graph embedding is invariant to its node permutation.,printed,1.000,"[220.0,697.5,440.0,725.0]"
node permutation equivariance in gnns,5,DGL_Lecture_5_Annotated.pdf,1,Permutation Invariance and Equivariance in Graph Neural Networks,"Node permutation equivariance in GNNs. Considering all nodes in a graph, GCN computation is permutation equivariant.",printed,1.000,"[505.0,780.0,725.0,835.0]"
adjacency matrix,5,DGL_Lecture_5_Annotated.pdf,1,Permutation Invariance and Equivariance in Graph Neural Networks,the topology of the input graph remains unchanged,printed,1.000,"[0.0,862.5,220.0,890.0]"
k-hop similarity,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,K-hop similarity in node local structure,printed,1.000,"[203.5,11.0,346.5,27.5]"
dropgnn,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,1) DropGNN (2021),printed,1.000,"[554.5,165.0,642.5,187.0]"
symmetric neighborhood,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,Symmetric neighborhood,handwritten,0.950,"[286.0,220.0,357.5,231.0]"
expressive power of gnn,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,Definition: An expressive GNN model maximizes its node representation capacity... by mapping different local neighborhoods to different embeddings,printed,1.000,"[5.5,357.5,539.0,407.0]"
gin,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,2) GIN (2019),printed,1.000,"[467.5,357.5,495.0,368.5]"
node representation capacity,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,maximizes its node representation capacity in the embedding space,printed,1.000,"[137.5,385.0,247.5,396.0]"
mean aggregator,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,Figure 3 caption: Examples of graph structures that mean and max aggregators fail to distinguish,printed,1.000,"[642.5,401.5,752.5,412.5]"
max aggregator,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,Figure 3 caption: Examples of graph structures that mean and max aggregators fail to distinguish,printed,1.000,"[642.5,401.5,752.5,412.5]"
weisfeiler-lehman graph isomorphism test,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,The Weisfeiler-Lehman (WL) test of graph isomorphism... is an effective and computationally efficient test,printed,1.000,"[554.5,440.0,752.5,456.5]"
graph isomorphism problem,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,The graph isomorphism problem asks whether two graphs are topologically identical,printed,1.000,"[554.5,467.5,972.5,484.0]"
injective aggregation,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,It uses an injective neighbor aggregation at each layer k,printed,1.000,"[55.0,495.0,165.0,506.0]"
node computational graph,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,Since the neighborhood aggregation is modeled through the node computational graph,printed,1.000,"[192.5,522.5,302.5,533.5]"
wl color refinement algorithm,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,WL color refinement algorithm: 1) Assign an initial color...,printed,1.000,"[554.5,528.0,697.5,544.5]"
receptive field,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,"After K steps of color refinement, c^K(v) summarizes the structure of K-hop neighborhood",printed,1.000,"[642.5,604.0,807.5,620.5]"
rooted subtree,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,Computational graphs are identical to rooted subtree structures around each node,printed,1.000,"[5.5,752.5,539.0,769.0]"
injective hash function,5,DGL_Lecture_5_Annotated.pdf,2,Expressive Power of Graph Neural Networks and the Weisfeiler-Lehman Test,HASH table: Injective!,printed,1.000,"[807.5,780.0,917.5,796.5]"
prediction head,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,Handwritten annotation 'prediction head' pointing to the output of the GNN block,handwritten,0.900,"[250.0,100.0,350.0,150.0]"
weisfeiler-lehman graph isomorphism test,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,GNNs are at most as powerful as the WL test in distinguishing graph structures,printed,1.000,"[10.0,130.0,400.0,150.0]"
graph neural network,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,"GCN (Kipf & Welling, 2017)",printed,1.000,"[10.0,180.0,150.0,195.0]"
graphsage,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,"GraphSAGE (Hamilton et al., 2017a)",printed,1.000,"[10.0,180.0,250.0,195.0]"
injective aggregation,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,"functions f, which operates on multisets, and phi are injective",printed,1.000,"[10.0,200.0,350.0,220.0]"
multiset,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,operates on multisets,printed,1.000,"[10.0,205.0,100.0,220.0]"
gin,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,Graph Isomorphism Network (GIN),printed,1.000,"[10.0,240.0,250.0,260.0]"
graph pooling,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,Handwritten diagram showing aggregation operations like MAX and MEAN,handwritten,0.950,"[450.0,450.0,550.0,600.0]"
aggregation function,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,Handwritten text 'MAX' and 'MEAN' next to the pooling diagram,handwritten,0.980,"[480.0,560.0,520.0,600.0]"
gnn expressiveness,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,How to maximize the expressiveness of a GNN model?,printed,1.000,"[10.0,680.0,250.0,700.0]"
nonlinear network,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,Multi-layer perceptrons (MLPs) are universal function approximators,printed,1.000,"[10.0,700.0,300.0,720.0]"
universal function approximator,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,Multi-layer perceptrons (MLPs) are universal function approximators,printed,1.000,"[10.0,700.0,300.0,720.0]"
message passing,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,Its message update rule takes the following form:,printed,1.000,"[10.0,740.0,250.0,760.0]"
node classification,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,"(e.g., node classification tasks)",printed,1.000,"[150.0,880.0,250.0,900.0]"
graph classification,5,DGL_Lecture_5_Annotated.pdf,3,Graph Isomorphism Network (GIN) and Expressiveness,"(e.g., graph classification tasks)",printed,1.000,"[350.0,880.0,450.0,900.0]"
generative learning tasks,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Generative learning tasks formalization,printed,1.000,"[0.0,0.0,550.0,27.5]"
gnn aims,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,GNN aims,printed,1.000,"[192.5,44.0,247.5,60.5]"
adjacency matrix generation,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Aim: Generate only the graph adjacency matrix.,printed,1.000,"[505.0,55.0,670.0,71.5]"
predict and analyze patterns,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,"1) Predict and analyze patterns on given graphs (e.g., predict the label of a node or a graph)",printed,1.000,"[55.0,82.5,192.5,137.5]"
learn the distribution of given graphs,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,"2) Learn the distribution of given graphs and generate more novel graphs (e.g., generate target graph B from source graph A)",printed,1.000,"[302.5,82.5,440.0,137.5]"
gnn mapping function,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,GNN mapping function,printed,1.000,"[725.0,82.5,807.5,99.0]"
gnn loss function,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,GNN loss function,printed,1.000,"[835.0,82.5,917.5,99.0]"
input graph,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,input graph,printed,1.000,"[27.5,165.0,82.5,181.5]"
output label,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,output label,printed,1.000,"[137.5,165.0,192.5,181.5]"
feature matrix,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,node features,handwritten,0.900,"[247.5,165.0,302.5,181.5]"
graph representation,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,topology,handwritten,0.900,"[247.5,192.5,302.5,209.0]"
random initialization,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,1. Randomly.,printed,1.000,"[532.5,192.5,587.5,203.5]"
topological attribute initialization,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,2. Using the topological attributes of a given node.,printed,1.000,"[532.5,203.5,725.0,214.5]"
identity vector initialization,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,3. Using an identity vector of [1 1 ... 1].,printed,1.000,"[532.5,214.5,697.5,225.5]"
multiple output scores,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,multiple output scores,printed,1.000,"[137.5,247.5,192.5,264.0]"
epoch,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,epochs,handwritten,0.900,"[890.0,247.5,917.5,258.5]"
node feature generation,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Aim: Generate the graph adjacency matrix and its node feature matrix in the target domain.,printed,1.000,"[505.0,275.0,780.0,291.5]"
source graph distribution,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,source graph distribution,printed,1.000,"[247.5,302.5,302.5,319.0]"
target graph distribution,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,target graph distribution,printed,1.000,"[357.5,302.5,412.5,319.0]"
loss minimization,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,min d1,handwritten,0.900,"[835.0,302.5,862.5,313.5]"
supervised generative gnn tasks,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Supervised generative GNN tasks (generic task),printed,1.000,"[0.0,357.5,165.0,374.0]"
domain b,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,domain B,handwritten,0.900,"[385.0,357.5,440.0,374.0]"
domain a,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,domain A,handwritten,0.900,"[55.0,385.0,110.0,401.5]"
sparsity regularization,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,L2 (sparsity),handwritten,0.900,"[780.0,440.0,835.0,456.5]"
adjacency matrix,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,"A, A', A_tilde",mixed,1.000,"[110.0,450.0,440.0,560.0]"
edge feature generation,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Aim: Generate the graph adjacency matrix and its node and edge feature matrices in the target domain.,printed,1.000,"[505.0,467.5,835.0,484.0]"
feature matrix,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,"X, X', H0",mixed,1.000,"[110.0,505.0,440.0,615.0]"
graph representation learning,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,The target graph has both node and edge features,printed,1.000,"[571.0,532.5,752.5,549.0]"
target domain,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,target domain,handwritten,0.900,"[330.0,587.5,440.0,615.0]"
edge feature matrix,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,"E, E'",mixed,1.000,"[0.0,615.0,440.0,780.0]"
graph super-resolution,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Graph super-resolution: Low-resolution graph -> Super-resolved graph,printed,1.000,"[752.5,780.0,890.0,835.0]"
multigraph prediction,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Multigraph prediction: Source graph -> Target graph 1 ... Target graph n,printed,1.000,"[642.5,835.0,752.5,972.5]"
loss function,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,How to define the loss function?,printed,1.000,"[0.0,857.0,550.0,879.0]"
generative gnn dimensions,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,"Generative GNN dimensions: domain, time, resolution",printed,1.000,"[571.0,862.5,642.5,972.5]"
brain graph evolution prediction,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,Brain graph evolution prediction: Brain graph at baseline t0 -> Brain graph at t2 -> Brain graph at t3 -> Brain graph at t4,printed,1.000,"[752.5,862.5,972.5,972.5]"
graph neural network,6,DGL_Lecture_6_Annotated.pdf,1,Generative Learning Tasks Formalization,GCN node embedding rule,printed,1.000,"[0.0,901.0,550.0,923.0]"
generative learning tasks,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Generative learning tasks formalization; Self-supervised/unsupervised generative GNN tasks,printed,1.000,"[10.0,15.0,480.0,60.0]"
graph generation,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,"Graph generation: Previously, we learned about encoding graph structure by generating node embeddings... Graph encoders -> graph to embeddings... Graph decoders -> embeddings to graphs",mixed,1.000,"[10.0,100.0,480.0,180.0]"
unconditional generation,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Taxonomy tree branch: Unconditional generation,printed,1.000,"[520.0,100.0,750.0,130.0]"
one-shot generating,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Sub-category under unconditional generation: One-shot generating,printed,1.000,"[520.0,140.0,620.0,160.0]"
sequential generating,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Sub-category under unconditional generation: Sequential generating,printed,1.000,"[630.0,140.0,730.0,160.0]"
node-sequence,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Method under sequential generating: Node-sequence,printed,1.000,"[630.0,170.0,680.0,190.0]"
edge-sequence,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Method under sequential generating: Edge-sequence,printed,1.000,"[690.0,170.0,740.0,190.0]"
motif-sequence,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Method under sequential generating: Motif-sequence,printed,1.000,"[750.0,170.0,800.0,190.0]"
rule-sequence,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Method under sequential generating: Rule-sequence,printed,1.000,"[810.0,170.0,860.0,190.0]"
utility of graph generation,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,"Utility: Graph generation is useful to understand graph formation process, identifying abnormal parts of the graph, predicting new structures...",printed,1.000,"[10.0,200.0,480.0,240.0]"
molecular graph generation,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Example 1: generate a new kind of molecule that cures a certain disease...,printed,1.000,"[10.0,250.0,480.0,280.0]"
density estimation,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,"1) learn a good model that represents a graph, in other words learn the distribution p_model(g; theta) ~ p_data(g) [density estimation]",printed,1.000,"[10.0,320.0,480.0,360.0]"
sampling,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,2) identify how sample from p_model(g) to generate a new graph [sampling],printed,1.000,"[10.0,360.0,480.0,380.0]"
maximum likelihood estimation,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Use the maximum likelihood to make p_model(g; theta) ~ p_data(g),printed,1.000,"[10.0,450.0,300.0,470.0]"
noise distribution,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,"samples from a simple noise distribution: z_i ~ N(0, 1)",printed,1.000,"[10.0,550.0,250.0,570.0]"
node addition,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Handwritten note 'add a new node with two edges' in panel (b).,handwritten,0.900,"[640.0,580.0,700.0,620.0]"
deep network function,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,transforms the noise z_i via a deep network function f(.),printed,1.000,"[10.0,590.0,300.0,610.0]"
edge connection,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Handwritten note 'connect existing nodes' in panel (b).,handwritten,0.900,"[860.0,600.0,920.0,630.0]"
unsupervised learning,6,DGL_Lecture_6_Annotated.pdf,2,Generative Graph Learning and Taxonomy,Handwritten note: 'self-regeneration -> self supervised (unsupervised)',handwritten,0.900,"[320.0,850.0,450.0,890.0]"
unsupervised learning,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Self-supervised/unsupervised generative GNN tasks,printed,1.000,"[27.5,55.0,165.0,66.0]"
generative learning tasks,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,"Taxonomy (Guo et al., 2023) Supervised generative GNN tasks",printed,1.000,"[549.0,55.0,697.5,82.5]"
graphvae,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,"GraphVAE (Simonovsky et al., 2018)",printed,1.000,"[220.0,82.5,330.0,99.0]"
unconditional generation,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,"Conditional generation, Conditioning on graphs",printed,1.000,"[549.0,88.0,642.5,121.0]"
graph generation,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Unconditional generation,printed,1.000,"[27.5,110.0,82.5,121.0]"
node-edge co-transformation,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Node-edge co-transformation NECT,printed,1.000,"[560.0,126.5,615.0,143.0]"
node embedding,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Encoder,printed,1.000,"[247.5,165.0,275.0,176.0]"
embedding-based nect,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,(a) Embedding-based NECT,printed,1.000,"[587.5,165.0,670.0,181.5]"
adjacency matrix,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Adjacency-matrix-based,printed,1.000,"[27.5,192.5,82.5,203.5]"
decoder,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Decoder,printed,1.000,"[302.5,192.5,330.0,203.5]"
kl divergence,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,KL,printed,1.000,"[275.0,209.0,286.0,220.0]"
nonlinear network,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,MLP-based one-shot,printed,1.000,"[27.5,247.5,82.5,258.5]"
editing-based nect,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,(b) Editing-based NECT,printed,1.000,"[587.5,247.5,670.0,264.0]"
latent space,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,latent space,printed,1.000,"[192.5,275.0,220.0,286.0]"
argmax,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,argmax,printed,1.000,"[385.0,275.0,412.5,286.0]"
dag-to-dag,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,"DAG-to-DAG (Kaluza et al., 2018)",printed,1.000,"[780.0,275.0,862.5,291.5]"
directed acyclic graph,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Directed-acyclic-graph (DAG),printed,1.000,"[780.0,291.5,862.5,308.0]"
graph matching,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,approximate graph matching,printed,1.000,"[302.5,302.5,357.5,313.5]"
variational autoencoder,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Loss objective of variational autoencoders,printed,1.000,"[165.0,330.0,275.0,346.5]"
encoder-decoder gnns,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,"Encoder-Decoder GNNs case study: Graph UNet (Gao et al., 2019)",printed,1.000,"[549.0,330.0,780.0,357.5]"
graph unet,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,"Graph UNet (Gao et al., 2019), g-U-Nets",printed,1.000,"[697.5,330.0,780.0,357.5]"
softmax,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,edge- and node-wise softmax,printed,1.000,"[357.5,385.0,412.5,396.0]"
graph neural network,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,GCN,printed,1.000,"[615.0,385.0,631.5,401.5]"
gaussian prior,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,isotropic Gaussian prior,printed,1.000,"[192.5,412.5,247.5,423.5]"
graph pooling,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,gPool,printed,1.000,"[642.5,412.5,659.0,429.0]"
reconstruction loss,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,reconstruction loss,printed,1.000,"[192.5,467.5,247.5,478.5]"
skip connection,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,encoder block uses skip connection to fuse the low-level spatial features,printed,1.000,"[587.5,626.0,835.0,637.0]"
message passing,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,(c) Message-passing-based one-shot,printed,1.000,"[5.5,642.5,137.5,659.0]"
sigmoid activation,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,sigmoid,printed,1.000,"[681.0,714.0,714.0,725.0]"
node update,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Node update (msg),printed,1.000,"[247.5,736.0,302.5,747.0]"
edge update,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Edge update,printed,1.000,"[247.5,747.0,302.5,758.0]"
top-k node selection,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,Top k Node Selection,printed,1.000,"[626.0,846.0,697.5,857.0]"
element-wise product,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,denote matrix multiplication and element-wise product,printed,1.000,"[532.5,868.0,697.5,879.0]"
feature matrix,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,input feature matrix X^l,printed,1.000,"[532.5,879.0,615.0,890.0]"
coarsened graph,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,resulting in a coarsened graph with 4 nodes,printed,1.000,"[780.0,879.0,917.5,890.0]"
sampling,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,sampled noise,printed,1.000,"[5.5,890.0,55.0,901.0]"
projection vector,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,p is a trainable projection vector,printed,1.000,"[532.5,890.0,670.0,901.0]"
reconstruction,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,reconstruct the original graph structure,printed,1.000,"[780.0,890.0,917.5,901.0]"
node scores,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,scores estimating scalar projection values,printed,1.000,"[532.5,901.0,670.0,912.0]"
gaussian distribution,6,DGL_Lecture_6_Annotated.pdf,3,Generative Graph Neural Networks and Graph Pooling,"N(0, 1)",mixed,0.950,"[5.5,917.5,55.0,934.0]"
graph unet,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,"Encoder-Decoder GNNs case study: Graph UNet (Gao et al., 2019)",printed,1.000,"[104.5,5.5,357.5,27.5]"
encoder-decoder gnns,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,Encoder-Decoder GNNs case study,printed,1.000,"[104.5,5.5,220.0,27.5]"
graph super-resolution,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,How can we use Graph UNet for super-resolving graphs?,printed,1.000,"[5.5,44.0,192.5,66.0]"
graph generation,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,How to generate new graphs?,printed,1.000,"[302.5,44.0,412.5,66.0]"
unsupervised learning,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,Ground-truth target graph is available (supervised),printed,1.000,"[560.0,55.0,780.0,82.5]"
graph u-autoencoder,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,Graph U-Autoencoder Block,printed,1.000,"[55.0,82.5,137.5,99.0]"
graph neural network,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,GCN,printed,1.000,"[55.0,110.0,82.5,137.5]"
graph distribution,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,p_data(g) ~ p_model(g; theta),mixed,0.900,"[780.0,110.0,945.0,165.0]"
mean absolute error,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,"1) MAE (At, At~)",mixed,0.900,"[587.5,330.0,725.0,357.5]"
graph pooling,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,Graph Pooling Layer,printed,1.000,"[55.0,357.5,110.0,374.0]"
reconstruction loss,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,self-reconstruction loss,printed,1.000,"[137.5,385.0,192.5,401.5]"
eigenvector centrality,6,DGL_Lecture_6_Annotated.pdf,4,Encoder-Decoder GNNs and Graph Generation,MAE (Eigenvector centrality),handwritten,0.900,"[587.5,440.0,752.5,467.5]"
