visual_id,concept,file_name,lecture,pdf_file,pdf_page,kind,description,source_type,confidence,bbox
DGL-G0127,attention masking,l03_p04_graph_attention_network_06.png,3,DGL_Lecture_3_Annotated.pdf,4,architecture,"Graph attention network architecture showing input X, pre-attention computation, attention masking with Softmask, and output computation",printed,1.000,"[752.5,879.0,989.0,934.0]"
DGL-G0127,softmax normalization,l03_p04_graph_attention_network_06.png,3,DGL_Lecture_3_Annotated.pdf,4,architecture,"Graph attention network architecture showing input X, pre-attention computation, attention masking with Softmask, and output computation",printed,1.000,"[752.5,879.0,989.0,934.0]"
DGL-G0128,message passing,l04_p01_message_passing_01.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head.",printed,1.000,"[27.5,99.0,374.0,451.0]"
DGL-G0128,graph-based aggregation,l04_p01_message_passing_01.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head.",printed,1.000,"[27.5,99.0,374.0,451.0]"
DGL-G0128,batch normalization,l04_p01_message_passing_01.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head.",printed,1.000,"[27.5,99.0,374.0,451.0]"
DGL-G0128,dropout,l04_p01_message_passing_01.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head.",printed,1.000,"[27.5,99.0,374.0,451.0]"
DGL-G0128,activation function,l04_p01_message_passing_01.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head.",printed,1.000,"[27.5,99.0,374.0,451.0]"
DGL-G0128,prediction head,l04_p01_message_passing_01.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head.",printed,1.000,"[27.5,99.0,374.0,451.0]"
DGL-G0129,receptive field,l04_p01_receptive_field_02.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Three-stage visualization of input graph, hidden layer 1, and hidden layer 2 with receptive field highlighting.",mixed,1.000,"[752.5,137.5,917.5,247.5]"
DGL-G0129,graph expansion problem,l04_p01_receptive_field_02.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Three-stage visualization of input graph, hidden layer 1, and hidden layer 2 with receptive field highlighting.",mixed,1.000,"[752.5,137.5,917.5,247.5]"
DGL-G0129,hidden layer,l04_p01_receptive_field_02.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Three-stage visualization of input graph, hidden layer 1, and hidden layer 2 with receptive field highlighting.",mixed,1.000,"[752.5,137.5,917.5,247.5]"
DGL-G0130,graph expansion problem,l04_p01_graph_expansion_problem_03.png,4,DGL_Lecture_4_Annotated.pdf,1,graph example,Input graph with highlighted nodes and edges showing 1-hop and 2-hop neighborhoods for a target node.,mixed,1.000,"[450.0,192.5,725.0,302.5]"
DGL-G0131,receptive field,l04_p01_receptive_field_04.png,4,DGL_Lecture_4_Annotated.pdf,1,graph example,"Input graph with nodes and edges, illustrating the receptive field of a node in a given layer.",printed,1.000,"[412.5,231.0,522.5,341.0]"
DGL-G0132,node embedding computation graph,l04_p01_node_embedding_computation_graph_05.png,4,DGL_Lecture_4_Annotated.pdf,1,architecture,Computation graph showing node dependencies across layers with overlap indication.,mixed,1.000,"[560.0,330.0,725.0,467.5]"
DGL-G0132,hidden layer,l04_p01_node_embedding_computation_graph_05.png,4,DGL_Lecture_4_Annotated.pdf,1,architecture,Computation graph showing node dependencies across layers with overlap indication.,mixed,1.000,"[560.0,330.0,725.0,467.5]"
DGL-G0132,overlap,l04_p01_node_embedding_computation_graph_05.png,4,DGL_Lecture_4_Annotated.pdf,1,architecture,Computation graph showing node dependencies across layers with overlap indication.,mixed,1.000,"[560.0,330.0,725.0,467.5]"
DGL-G0133,graphsage,l04_p01_graphsage_06.png,4,DGL_Lecture_4_Annotated.pdf,1,table,Three-step GraphSAGE algorithm description with checkmarks and underlines.,printed,1.000,"[752.5,385.0,972.5,440.0]"
DGL-G0133,random neighborhood sampling,l04_p01_graphsage_06.png,4,DGL_Lecture_4_Annotated.pdf,1,table,Three-step GraphSAGE algorithm description with checkmarks and underlines.,printed,1.000,"[752.5,385.0,972.5,440.0]"
DGL-G0134,node embedding computation graph,l04_p01_node_embedding_computation_graph_07.png,4,DGL_Lecture_4_Annotated.pdf,1,table,Table showing node embedding computation graph with node indices and their corresponding embeddings.,printed,1.000,"[412.5,396.0,522.5,451.0]"
DGL-G0135,random neighborhood sampling,l04_p01_random_neighborhood_sampling_08.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,Node sampling process illustration with three graphs showing progressive neighborhood sampling.,mixed,1.000,"[752.5,412.5,972.5,522.5]"
DGL-G0135,graphsage,l04_p01_random_neighborhood_sampling_08.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,Node sampling process illustration with three graphs showing progressive neighborhood sampling.,mixed,1.000,"[752.5,412.5,972.5,522.5]"
DGL-G0136,stochastic gradient descent,l04_p01_stochastic_gradient_descent_09.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Comparison of three gradient descent methods: stochastic (single point), batch (full dataset), and mini-batch (subset). Each shows data points and update arrows.",printed,1.000,"[55.0,697.5,467.5,752.5]"
DGL-G0136,batch gradient descent,l04_p01_stochastic_gradient_descent_09.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Comparison of three gradient descent methods: stochastic (single point), batch (full dataset), and mini-batch (subset). Each shows data points and update arrows.",printed,1.000,"[55.0,697.5,467.5,752.5]"
DGL-G0136,mini-batch gradient descent,l04_p01_stochastic_gradient_descent_09.png,4,DGL_Lecture_4_Annotated.pdf,1,diagram,"Comparison of three gradient descent methods: stochastic (single point), batch (full dataset), and mini-batch (subset). Each shows data points and update arrows.",printed,1.000,"[55.0,697.5,467.5,752.5]"
DGL-G0137,stochastic gradient descent,l04_p01_stochastic_gradient_descent_10.png,4,DGL_Lecture_4_Annotated.pdf,1,table,"Text boxes comparing characteristics of the three training strategies: individual data points, full dataset usage, subset of dataset.",printed,1.000,"[55.0,752.5,467.5,862.5]"
DGL-G0137,batch gradient descent,l04_p01_stochastic_gradient_descent_10.png,4,DGL_Lecture_4_Annotated.pdf,1,table,"Text boxes comparing characteristics of the three training strategies: individual data points, full dataset usage, subset of dataset.",printed,1.000,"[55.0,752.5,467.5,862.5]"
DGL-G0137,mini-batch gradient descent,l04_p01_stochastic_gradient_descent_10.png,4,DGL_Lecture_4_Annotated.pdf,1,table,"Text boxes comparing characteristics of the three training strategies: individual data points, full dataset usage, subset of dataset.",printed,1.000,"[55.0,752.5,467.5,862.5]"
DGL-G0138,convergence,l04_p01_convergence_11.png,4,DGL_Lecture_4_Annotated.pdf,1,plot,"Contour plot comparing convergence paths of batch, mini-batch, and stochastic gradient descent.",printed,1.000,"[55.0,862.5,137.5,917.5]"
DGL-G0138,stability,l04_p01_convergence_11.png,4,DGL_Lecture_4_Annotated.pdf,1,plot,"Contour plot comparing convergence paths of batch, mini-batch, and stochastic gradient descent.",printed,1.000,"[55.0,862.5,137.5,917.5]"
DGL-G0138,noise in training,l04_p01_convergence_11.png,4,DGL_Lecture_4_Annotated.pdf,1,plot,"Contour plot comparing convergence paths of batch, mini-batch, and stochastic gradient descent.",printed,1.000,"[55.0,862.5,137.5,917.5]"
DGL-G0139,graph partitioning,l04_p01_graph_partitioning_12.png,4,DGL_Lecture_4_Annotated.pdf,1,graph example,"Illustration of graph partitioning, showing the original graph divided into clusters (batches) and then recombined.",printed,1.000,"[780.0,862.5,972.5,972.5]"
DGL-G0139,disjoint subsets,l04_p01_graph_partitioning_12.png,4,DGL_Lecture_4_Annotated.pdf,1,graph example,"Illustration of graph partitioning, showing the original graph divided into clusters (batches) and then recombined.",printed,1.000,"[780.0,862.5,972.5,972.5]"
DGL-G0140,graph neural network,l04_p02_graph_neural_network_01.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, and Prediction head",printed,1.000,"[27.5,55.0,412.5,467.5]"
DGL-G0140,message passing,l04_p02_graph_neural_network_01.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, and Prediction head",printed,1.000,"[27.5,55.0,412.5,467.5]"
DGL-G0140,linear aggregation,l04_p02_graph_neural_network_01.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, and Prediction head",printed,1.000,"[27.5,55.0,412.5,467.5]"
DGL-G0140,batch normalization,l04_p02_graph_neural_network_01.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, and Prediction head",printed,1.000,"[27.5,55.0,412.5,467.5]"
DGL-G0140,dropout,l04_p02_graph_neural_network_01.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, and Prediction head",printed,1.000,"[27.5,55.0,412.5,467.5]"
DGL-G0140,activation function,l04_p02_graph_neural_network_01.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, and Prediction head",printed,1.000,"[27.5,55.0,412.5,467.5]"
DGL-G0140,prediction head,l04_p02_graph_neural_network_01.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, and Prediction head",printed,1.000,"[27.5,55.0,412.5,467.5]"
DGL-G0141,covariate shift,l04_p02_covariate_shift_02.png,4,DGL_Lecture_4_Annotated.pdf,2,plot,Three plots showing covariate shift without BN and three corresponding loss curves over iterations,printed,1.000,"[741.5,137.5,917.5,302.5]"
DGL-G0141,batch normalization,l04_p02_covariate_shift_02.png,4,DGL_Lecture_4_Annotated.pdf,2,plot,Three plots showing covariate shift without BN and three corresponding loss curves over iterations,printed,1.000,"[741.5,137.5,917.5,302.5]"
DGL-G0142,graph convolutional network,l04_p02_graph_convolutional_network_03.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Comparison of neighborhood expansion between traditional graph convolution and cluster approach across 4 layers,printed,1.000,"[505.0,291.5,697.5,385.0]"
DGL-G0142,graph clustering,l04_p02_graph_convolutional_network_03.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Comparison of neighborhood expansion between traditional graph convolution and cluster approach across 4 layers,printed,1.000,"[505.0,291.5,697.5,385.0]"
DGL-G0142,subgraph sampling,l04_p02_graph_convolutional_network_03.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Comparison of neighborhood expansion between traditional graph convolution and cluster approach across 4 layers,printed,1.000,"[505.0,291.5,697.5,385.0]"
DGL-G0143,node sampling,l04_p02_node_sampling_04.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of node-wise neighbor sampling (GraphSAGE) showing black nodes in the upper layer and a red frame redundantly sampling a neighboring node twice.,mixed,1.000,"[385.0,670.0,467.5,780.0]"
DGL-G0143,graphsage,l04_p02_node_sampling_04.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of node-wise neighbor sampling (GraphSAGE) showing black nodes in the upper layer and a red frame redundantly sampling a neighboring node twice.,mixed,1.000,"[385.0,670.0,467.5,780.0]"
DGL-G0143,redundancy,l04_p02_node_sampling_04.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of node-wise neighbor sampling (GraphSAGE) showing black nodes in the upper layer and a red frame redundantly sampling a neighboring node twice.,mixed,1.000,"[385.0,670.0,467.5,780.0]"
DGL-G0144,layer sampling,l04_p02_layer_sampling_05.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of layer-wise importance sampling (FastGCN) showing nodes sampled independently in each layer.,mixed,1.000,"[467.5,670.0,544.5,780.0]"
DGL-G0144,fastgcn,l04_p02_layer_sampling_05.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of layer-wise importance sampling (FastGCN) showing nodes sampled independently in each layer.,mixed,1.000,"[467.5,670.0,544.5,780.0]"
DGL-G0145,ladies,l04_p02_ladies_06.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of LADIES sampling process showing how nodes are selected from upper layer and their neighbors are considered in the current layer via a bipartite graph.,printed,1.000,"[505.0,807.5,670.0,917.5]"
DGL-G0145,bipartite graph,l04_p02_ladies_06.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of LADIES sampling process showing how nodes are selected from upper layer and their neighbors are considered in the current layer via a bipartite graph.,printed,1.000,"[505.0,807.5,670.0,917.5]"
DGL-G0145,layer sampling,l04_p02_ladies_06.png,4,DGL_Lecture_4_Annotated.pdf,2,diagram,Illustration of LADIES sampling process showing how nodes are selected from upper layer and their neighbors are considered in the current layer via a bipartite graph.,printed,1.000,"[505.0,807.5,670.0,917.5]"
DGL-G0146,batch normalization,l04_p02_batch_normalization_07.png,4,DGL_Lecture_4_Annotated.pdf,2,plot,"Three scatter plots showing stable covariate shift with Batch Normalization, illustrating how BN stabilizes the distribution of activations across layers.",printed,1.000,"[758.0,879.0,945.0,972.5]"
DGL-G0146,covariate shift,l04_p02_batch_normalization_07.png,4,DGL_Lecture_4_Annotated.pdf,2,plot,"Three scatter plots showing stable covariate shift with Batch Normalization, illustrating how BN stabilizes the distribution of activations across layers.",printed,1.000,"[758.0,879.0,945.0,972.5]"
DGL-G0147,gnn expressiveness,l04_p03_gnn_expressiveness_01.png,4,DGL_Lecture_4_Annotated.pdf,3,graph example,A small diagram showing two different graph structures being mapped to different outputs (0.5 and 0.2) to illustrate GNN expressiveness.,mixed,0.900,"[450.0,0.0,1000.0,550.0]"
DGL-G0147,adjacency matrix,l04_p03_gnn_expressiveness_01.png,4,DGL_Lecture_4_Annotated.pdf,3,graph example,A small diagram showing two different graph structures being mapped to different outputs (0.5 and 0.2) to illustrate GNN expressiveness.,mixed,0.900,"[450.0,0.0,1000.0,550.0]"
DGL-G0148,graph neural network layer,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0148,message passing,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0148,graph-based aggregation,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0148,batch normalization,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0148,dropout,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0148,activation function,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0148,attention mechanism,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0148,prediction head,l04_p03_graph_neural_network_layer_02.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Circular diagram showing GNN layer operations including AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head with connecting arrows and descriptions.",mixed,1.000,"[27.5,55.0,385.0,467.5]"
DGL-G0149,graph neural network layer,l04_p03_graph_neural_network_layer_03.png,4,DGL_Lecture_4_Annotated.pdf,3,architecture,"Vertical flowchart showing components of a GNN layer: Linear, BN, Dropout, Activation, Attention, Aggregation with transformation and aggregation phases labeled.",mixed,1.000,"[330.0,82.5,440.0,330.0]"
DGL-G0149,batch normalization,l04_p03_graph_neural_network_layer_03.png,4,DGL_Lecture_4_Annotated.pdf,3,architecture,"Vertical flowchart showing components of a GNN layer: Linear, BN, Dropout, Activation, Attention, Aggregation with transformation and aggregation phases labeled.",mixed,1.000,"[330.0,82.5,440.0,330.0]"
DGL-G0149,dropout,l04_p03_graph_neural_network_layer_03.png,4,DGL_Lecture_4_Annotated.pdf,3,architecture,"Vertical flowchart showing components of a GNN layer: Linear, BN, Dropout, Activation, Attention, Aggregation with transformation and aggregation phases labeled.",mixed,1.000,"[330.0,82.5,440.0,330.0]"
DGL-G0149,activation function,l04_p03_graph_neural_network_layer_03.png,4,DGL_Lecture_4_Annotated.pdf,3,architecture,"Vertical flowchart showing components of a GNN layer: Linear, BN, Dropout, Activation, Attention, Aggregation with transformation and aggregation phases labeled.",mixed,1.000,"[330.0,82.5,440.0,330.0]"
DGL-G0149,attention mechanism,l04_p03_graph_neural_network_layer_03.png,4,DGL_Lecture_4_Annotated.pdf,3,architecture,"Vertical flowchart showing components of a GNN layer: Linear, BN, Dropout, Activation, Attention, Aggregation with transformation and aggregation phases labeled.",mixed,1.000,"[330.0,82.5,440.0,330.0]"
DGL-G0149,graph-based aggregation,l04_p03_graph_neural_network_layer_03.png,4,DGL_Lecture_4_Annotated.pdf,3,architecture,"Vertical flowchart showing components of a GNN layer: Linear, BN, Dropout, Activation, Attention, Aggregation with transformation and aggregation phases labeled.",mixed,1.000,"[330.0,82.5,440.0,330.0]"
DGL-G0150,dropout,l04_p03_dropout_04.png,4,DGL_Lecture_4_Annotated.pdf,3,table,"Text box explaining Conventional Dropout with aim, training behavior, and testing behavior.",printed,1.000,"[330.0,412.5,522.5,495.0]"
DGL-G0150,regularization,l04_p03_dropout_04.png,4,DGL_Lecture_4_Annotated.pdf,3,table,"Text box explaining Conventional Dropout with aim, training behavior, and testing behavior.",printed,1.000,"[330.0,412.5,522.5,495.0]"
DGL-G0151,dropout,l04_p03_dropout_05.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Illustration of 4 possible dropout configurations around a node u, showing different dropout scenarios.",printed,1.000,"[330.0,780.0,550.0,890.0]"
DGL-G0151,node embedding computation graph,l04_p03_dropout_05.png,4,DGL_Lecture_4_Annotated.pdf,3,diagram,"Illustration of 4 possible dropout configurations around a node u, showing different dropout scenarios.",printed,1.000,"[330.0,780.0,550.0,890.0]"
DGL-G0152,inductive learning,l04_p04_inductive_learning_01.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,Comparison of inductive and transductive settings with training and test graphs,printed,1.000,"[27.5,55.0,357.5,275.0]"
DGL-G0152,transductive learning,l04_p04_inductive_learning_01.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,Comparison of inductive and transductive settings with training and test graphs,printed,1.000,"[27.5,55.0,357.5,275.0]"
DGL-G0152,node classification,l04_p04_inductive_learning_01.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,Comparison of inductive and transductive settings with training and test graphs,printed,1.000,"[27.5,55.0,357.5,275.0]"
DGL-G0153,graph classification,l04_p04_graph_classification_02.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,"Pipeline for graph classification: a graph with numbered nodes (1-6) and associated feature vectors are processed into a matrix, combined, and classified into Class 1, 2, or 3.",printed,1.000,"[477.5,99.0,670.0,192.5]"
DGL-G0154,graph neural network,l04_p04_graph_neural_network_03.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,Graph neural network architecture for graph classification,printed,1.000,"[385.0,110.0,522.5,220.0]"
DGL-G0154,graph classification,l04_p04_graph_neural_network_03.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,Graph neural network architecture for graph classification,printed,1.000,"[385.0,110.0,522.5,220.0]"
DGL-G0155,graph classification,l04_p04_graph_classification_04.png,4,DGL_Lecture_4_Annotated.pdf,4,graph example,"A small undirected graph with 6 nodes labeled 1 through 6, used to illustrate the input for graph classification.",printed,1.000,"[494.0,110.0,587.5,181.5]"
DGL-G0156,global pooling,l04_p04_global_pooling_05.png,4,DGL_Lecture_4_Annotated.pdf,4,matrix,"Matrix visualization of the pooling operation: 'learned weights' ($\omega_K$) multiplied by 'embeddings' matrix (columns represent nodes), multiplied by a '""1"" vector', scaled by $1/N$.",mixed,0.950,"[450.0,302.5,670.0,440.0]"
DGL-G0156,node embedding,l04_p04_global_pooling_05.png,4,DGL_Lecture_4_Annotated.pdf,4,matrix,"Matrix visualization of the pooling operation: 'learned weights' ($\omega_K$) multiplied by 'embeddings' matrix (columns represent nodes), multiplied by a '""1"" vector', scaled by $1/N$.",mixed,0.950,"[450.0,302.5,670.0,440.0]"
DGL-G0156,learned weights,l04_p04_global_pooling_05.png,4,DGL_Lecture_4_Annotated.pdf,4,matrix,"Matrix visualization of the pooling operation: 'learned weights' ($\omega_K$) multiplied by 'embeddings' matrix (columns represent nodes), multiplied by a '""1"" vector', scaled by $1/N$.",mixed,0.950,"[450.0,302.5,670.0,440.0]"
DGL-G0157,inductive learning,l04_p04_inductive_learning_06.png,4,DGL_Lecture_4_Annotated.pdf,4,table,Comparison table of inductive and transductive learning characteristics,printed,1.000,"[27.5,385.0,357.5,522.5]"
DGL-G0157,transductive learning,l04_p04_inductive_learning_06.png,4,DGL_Lecture_4_Annotated.pdf,4,table,Comparison table of inductive and transductive learning characteristics,printed,1.000,"[27.5,385.0,357.5,522.5]"
DGL-G0158,transductive learning,l04_p04_transductive_learning_07.png,4,DGL_Lecture_4_Annotated.pdf,4,table,"A comparison table listing properties of two learning paradigms. Left column (inductive) mentions learning a rule, not accessing test features during training, and testing on unseen nodes. Right column (transductive) mentions labeling unknown outputs, considering labeled and unlabeled data jointly, high memory cost, and retraining when new data is added.",mixed,1.000,"[0.0,450.0,275.0,780.0]"
DGL-G0158,inductive learning,l04_p04_transductive_learning_07.png,4,DGL_Lecture_4_Annotated.pdf,4,table,"A comparison table listing properties of two learning paradigms. Left column (inductive) mentions learning a rule, not accessing test features during training, and testing on unseen nodes. Right column (transductive) mentions labeling unknown outputs, considering labeled and unlabeled data jointly, high memory cost, and retraining when new data is added.",mixed,1.000,"[0.0,450.0,275.0,780.0]"
DGL-G0159,graph classification,l04_p04_graph_classification_08.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,"A schematic for graph classification showing a graph with node embeddings, a 'Combine' step resulting in a graph-level representation, and a 'Classify' step outputting class probabilities.",printed,1.000,"[494.0,521.5,697.5,642.5]"
DGL-G0159,graph neural network,l04_p04_graph_classification_08.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,"A schematic for graph classification showing a graph with node embeddings, a 'Combine' step resulting in a graph-level representation, and a 'Classify' step outputting class probabilities.",printed,1.000,"[494.0,521.5,697.5,642.5]"
DGL-G0159,node embedding,l04_p04_graph_classification_08.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,"A schematic for graph classification showing a graph with node embeddings, a 'Combine' step resulting in a graph-level representation, and a 'Classify' step outputting class probabilities.",printed,1.000,"[494.0,521.5,697.5,642.5]"
DGL-G0160,transductive learning,l04_p04_transductive_learning_09.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,"Comparison of transductive vs inductive learning on a graph. Left side shows 'evaluate over test' and 'optimize over train' on a single graph structure (transductive). Right side shows 'Graph classification' with question marks on test nodes, implying separate graphs or unseen structures (inductive).",mixed,1.000,"[302.5,532.5,522.5,697.5]"
DGL-G0160,inductive learning,l04_p04_transductive_learning_09.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,"Comparison of transductive vs inductive learning on a graph. Left side shows 'evaluate over test' and 'optimize over train' on a single graph structure (transductive). Right side shows 'Graph classification' with question marks on test nodes, implying separate graphs or unseen structures (inductive).",mixed,1.000,"[302.5,532.5,522.5,697.5]"
DGL-G0160,graph neural network,l04_p04_transductive_learning_09.png,4,DGL_Lecture_4_Annotated.pdf,4,diagram,"Comparison of transductive vs inductive learning on a graph. Left side shows 'evaluate over test' and 'optimize over train' on a single graph structure (transductive). Right side shows 'Graph classification' with question marks on test nodes, implying separate graphs or unseen structures (inductive).",mixed,1.000,"[302.5,532.5,522.5,697.5]"
DGL-G0161,learned weights,l04_p04_learned_weights_10.png,4,DGL_Lecture_4_Annotated.pdf,4,matrix,"A visual breakdown of the matrix operation in the classification formula, showing the multiplication of learned weights ($\omega_K$) with a matrix of node embeddings.",mixed,0.950,"[455.5,752.5,697.5,862.5]"
DGL-G0161,node embedding,l04_p04_learned_weights_10.png,4,DGL_Lecture_4_Annotated.pdf,4,matrix,"A visual breakdown of the matrix operation in the classification formula, showing the multiplication of learned weights ($\omega_K$) with a matrix of node embeddings.",mixed,0.950,"[455.5,752.5,697.5,862.5]"
DGL-G0161,batching,l04_p04_learned_weights_10.png,4,DGL_Lecture_4_Annotated.pdf,4,matrix,"A visual breakdown of the matrix operation in the classification formula, showing the multiplication of learned weights ($\omega_K$) with a matrix of node embeddings.",mixed,0.950,"[455.5,752.5,697.5,862.5]"
DGL-G0162,permutation matrix,l05_p01_permutation_matrix_01.png,5,DGL_Lecture_5_Annotated.pdf,1,matrix,A grid representing a permutation matrix with one entry highlighted.,printed,1.000,"[604.0,60.5,681.0,121.0]"
DGL-G0163,transformation invariance,l05_p01_transformation_invariance_02.png,5,DGL_Lecture_5_Annotated.pdf,1,diagram,Illustration of transformation invariance in image classification: input image of a tree transformed (t[x]) yields same classification output f(x)='yes'.,mixed,1.000,"[27.5,137.5,247.5,275.0]"
DGL-G0164,node permutation invariance,l05_p01_node_permutation_invariance_03.png,5,DGL_Lecture_5_Annotated.pdf,1,diagram,Diagram showing node permutation invariance in GNNs: a testing graph with two different node orderings (represented by adjacency matrices Ai and A'i and feature matrices Xi and X'i) produces the same output embedding via the GNN.,mixed,1.000,"[275.0,137.5,495.0,357.5]"
DGL-G0164,graph neural network,l05_p01_node_permutation_invariance_03.png,5,DGL_Lecture_5_Annotated.pdf,1,diagram,Diagram showing node permutation invariance in GNNs: a testing graph with two different node orderings (represented by adjacency matrices Ai and A'i and feature matrices Xi and X'i) produces the same output embedding via the GNN.,mixed,1.000,"[275.0,137.5,495.0,357.5]"
